25.998 ; 26.012 ; 25.847 ; 25.321 ; 24.515 ; 23.772 ; 23.198 ; 22.824 ; 22.534 ; 22.347 ; 21.558 ; 20.821 ; 20.676 ; 20.448 ; 20.110 ; 19.657 ; 19.289 ; 18.835 ; 18.405 ; 17.938 ; 17.321 ; 16.680 ; 16.261 ; 15.808 ; 15.211 ; 14.691 ; 14.149 ; 13.613 ; 13.167 ; 12.747 ; 12.280 ; 11.779 ; 11.208 ; 10.715 ; 10.231 ; 9.793 ; 9.351 ; 8.941 ; 8.600 ; 8.252 ; 7.907 ; 7.525 ; 7.172 ; 6.763 ; 6.399 ; 6.088 ; 5.791 ; 5.489 ; 5.192 ; 4.909 ; 4.583 ; 4.252 ; 3.969 ; 3.656 ; 3.372 ; 3.314 ; 3.427 ; 3.323 ; 2.925 ; 2.757 ; 2.477 ; 2.170 ; 1.781 ; 1.509 ; 1.268 ; 1.147 ; 0.995 ; 0.863 ; 0.758 ; 0.715 ; 0.513 ; 0.291 ; 0.134 ; 0.005 ; -0.012 ; -0.009 ; -0.021 ; -0.015 ; -0.024 ; -0.038 ; -0.032 ; -0.035 ; -0.038 ; -0.033 ; -0.046 ; -0.036 ; -0.047 ; -0.030 ; -0.033 ; -0.045 ; -0.045 ; -0.045 ; -0.035 ; -0.044 ; -0.038 ; -0.030 ; -0.036 ; -0.038 ; -0.032 ; -0.041 ; 
34.374 ; 34.320 ; 34.214 ; 34.043 ; 33.856 ; 33.629 ; 33.378 ; 33.102 ; 32.923 ; 32.849 ; 32.790 ; 31.777 ; 28.140 ; 26.584 ; 25.700 ; 24.763 ; 23.911 ; 23.364 ; 22.904 ; 22.322 ; 21.621 ; 20.908 ; 20.235 ; 19.642 ; 18.958 ; 18.233 ; 17.463 ; 16.806 ; 16.210 ; 15.763 ; 15.185 ; 14.561 ; 13.920 ; 13.327 ; 12.729 ; 12.130 ; 11.651 ; 11.121 ; 10.644 ; 10.224 ; 9.824 ; 9.408 ; 8.963 ; 8.537 ; 8.142 ; 7.726 ; 7.313 ; 6.936 ; 6.593 ; 6.286 ; 5.921 ; 5.520 ; 5.180 ; 4.848 ; 4.493 ; 4.234 ; 3.863 ; 3.537 ; 3.277 ; 3.068 ; 2.923 ; 2.770 ; 2.457 ; 2.141 ; 1.988 ; 1.910 ; 1.759 ; 1.623 ; 1.439 ; 1.242 ; 0.995 ; 0.751 ; 0.578 ; 0.440 ; 0.322 ; 0.218 ; 0.082 ; -0.004 ; -0.027 ; -0.027 ; -0.027 ; -0.045 ; -0.044 ; -0.036 ; -0.041 ; -0.028 ; -0.044 ; -0.030 ; -0.027 ; -0.042 ; -0.036 ; -0.034 ; -0.024 ; -0.026 ; -0.036 ; -0.046 ; -0.034 ; -0.048 ; -0.045 ; -0.051 ; 
34.822 ; 34.697 ; 34.500 ; 34.275 ; 34.038 ; 33.853 ; 33.743 ; 33.674 ; 33.665 ; 33.631 ; 33.559 ; 33.448 ; 33.303 ; 29.234 ; 26.150 ; 24.686 ; 23.980 ; 23.401 ; 22.810 ; 22.112 ; 21.438 ; 20.860 ; 20.225 ; 19.525 ; 18.728 ; 18.003 ; 17.422 ; 16.782 ; 16.183 ; 15.640 ; 15.113 ; 14.516 ; 13.988 ; 13.456 ; 12.818 ; 12.217 ; 11.735 ; 11.189 ; 10.706 ; 10.267 ; 9.858 ; 9.458 ; 9.027 ; 8.613 ; 8.186 ; 7.726 ; 7.350 ; 7.012 ; 6.633 ; 6.292 ; 5.963 ; 5.595 ; 5.250 ; 4.949 ; 4.569 ; 4.241 ; 3.913 ; 3.603 ; 3.397 ; 3.193 ; 3.096 ; 3.027 ; 2.754 ; 2.373 ; 1.959 ; 1.804 ; 1.656 ; 1.508 ; 1.368 ; 1.218 ; 1.038 ; 0.845 ; 0.661 ; 0.542 ; 0.416 ; 0.297 ; 0.152 ; 0.002 ; 0.091 ; 0.187 ; -0.020 ; -0.017 ; -0.033 ; -0.032 ; -0.030 ; -0.040 ; -0.030 ; -0.036 ; -0.035 ; -0.040 ; -0.035 ; -0.034 ; -0.030 ; -0.040 ; -0.029 ; -0.038 ; -0.046 ; -0.035 ; -0.039 ; -0.036 ; 
36.019 ; 35.828 ; 35.207 ; 34.417 ; 33.503 ; 32.799 ; 32.103 ; 31.369 ; 30.612 ; 29.909 ; 29.681 ; 29.522 ; 29.095 ; 28.749 ; 27.638 ; 25.867 ; 24.994 ; 24.397 ; 23.792 ; 23.139 ; 22.487 ; 21.892 ; 21.264 ; 20.636 ; 19.939 ; 19.226 ; 18.590 ; 17.935 ; 17.374 ; 16.843 ; 16.262 ; 15.633 ; 15.093 ; 14.576 ; 14.001 ; 13.448 ; 12.951 ; 12.360 ; 11.839 ; 11.423 ; 10.995 ; 10.587 ; 10.212 ; 9.755 ; 9.317 ; 8.869 ; 8.492 ; 8.142 ; 7.795 ; 7.487 ; 7.160 ; 6.824 ; 6.505 ; 6.230 ; 5.884 ; 5.547 ; 5.176 ; 4.849 ; 4.627 ; 4.481 ; 4.385 ; 4.263 ; 4.043 ; 3.680 ; 3.344 ; 3.083 ; 2.895 ; 2.764 ; 2.669 ; 2.552 ; 2.420 ; 2.233 ; 2.036 ; 1.882 ; 1.773 ; 1.673 ; 1.538 ; 1.500 ; 1.641 ; 1.705 ; 0.645 ; 0.416 ; 0.131 ; 0.008 ; -0.014 ; -0.016 ; -0.032 ; -0.033 ; -0.029 ; -0.017 ; -0.029 ; -0.039 ; -0.040 ; -0.047 ; -0.046 ; -0.030 ; -0.047 ; -0.040 ; -0.029 ; -0.033 ; 
34.940 ; 34.878 ; 34.374 ; 33.354 ; 32.303 ; 31.376 ; 30.517 ; 29.734 ; 29.099 ; 28.484 ; 27.817 ; 27.063 ; 26.312 ; 25.588 ; 24.914 ; 24.225 ; 23.648 ; 23.098 ; 22.467 ; 21.830 ; 21.082 ; 20.391 ; 19.796 ; 19.169 ; 18.467 ; 17.675 ; 17.024 ; 16.428 ; 15.899 ; 15.310 ; 14.693 ; 14.087 ; 13.572 ; 13.072 ; 12.560 ; 11.925 ; 11.367 ; 10.794 ; 10.257 ; 9.808 ; 9.367 ; 8.920 ; 8.511 ; 8.138 ; 7.725 ; 7.331 ; 6.942 ; 6.517 ; 6.178 ; 5.909 ; 5.585 ; 5.251 ; 4.904 ; 4.550 ; 4.196 ; 3.829 ; 3.454 ; 3.202 ; 2.998 ; 2.829 ; 2.771 ; 2.626 ; 2.360 ; 1.990 ; 1.636 ; 1.411 ; 1.229 ; 1.093 ; 1.010 ; 0.904 ; 0.750 ; 0.625 ; 0.467 ; 0.281 ; 0.124 ; 0.003 ; 0.105 ; 0.398 ; 0.611 ; 0.044 ; -0.010 ; -0.028 ; -0.024 ; -0.036 ; -0.033 ; -0.040 ; -0.028 ; -0.047 ; -0.035 ; -0.027 ; -0.048 ; -0.046 ; -0.038 ; -0.036 ; -0.048 ; -0.026 ; -0.032 ; -0.034 ; -0.044 ; -0.027 ; 
36.207 ; 36.088 ; 35.515 ; 34.608 ; 33.680 ; 32.795 ; 31.952 ; 31.210 ; 30.504 ; 29.792 ; 29.067 ; 28.323 ; 27.602 ; 26.900 ; 26.215 ; 25.603 ; 25.053 ; 24.386 ; 23.629 ; 23.049 ; 22.446 ; 21.749 ; 21.067 ; 20.354 ; 19.664 ; 18.807 ; 18.201 ; 17.630 ; 17.100 ; 16.558 ; 16.023 ; 15.340 ; 14.706 ; 14.306 ; 13.811 ; 13.171 ; 12.582 ; 12.025 ; 11.434 ; 10.901 ; 10.436 ; 10.064 ; 9.758 ; 9.337 ; 8.930 ; 8.580 ; 8.144 ; 7.714 ; 7.340 ; 7.026 ; 6.713 ; 6.399 ; 6.038 ; 5.678 ; 5.257 ; 4.918 ; 4.597 ; 4.339 ; 4.121 ; 4.088 ; 4.277 ; 4.409 ; 4.319 ; 4.028 ; 3.552 ; 3.139 ; 2.636 ; 2.294 ; 2.095 ; 2.027 ; 1.935 ; 1.778 ; 1.607 ; 1.471 ; 1.378 ; 1.384 ; 1.058 ; 0.494 ; 0.029 ; 0.002 ; 0.008 ; -0.012 ; -0.026 ; -0.028 ; -0.030 ; -0.036 ; -0.020 ; -0.028 ; -0.042 ; -0.033 ; -0.030 ; -0.029 ; -0.039 ; -0.038 ; -0.051 ; -0.033 ; -0.040 ; -0.045 ; -0.033 ; -0.040 ; 
40.894 ; 40.791 ; 40.284 ; 39.550 ; 38.688 ; 37.694 ; 36.830 ; 36.030 ; 35.324 ; 34.624 ; 34.000 ; 33.294 ; 32.572 ; 31.941 ; 31.371 ; 30.783 ; 30.210 ; 29.652 ; 29.000 ; 28.254 ; 27.594 ; 26.939 ; 26.292 ; 25.692 ; 25.106 ; 24.638 ; 24.132 ; 23.387 ; 22.636 ; 22.038 ; 21.564 ; 20.896 ; 20.105 ; 19.639 ; 19.246 ; 18.655 ; 18.083 ; 17.514 ; 16.935 ; 16.376 ; 15.993 ; 15.591 ; 15.244 ; 14.782 ; 14.358 ; 13.950 ; 13.600 ; 13.265 ; 12.939 ; 12.667 ; 12.382 ; 12.002 ; 11.571 ; 11.212 ; 10.858 ; 10.528 ; 10.231 ; 10.036 ; 10.013 ; 10.214 ; 10.642 ; 10.837 ; 10.681 ; 10.528 ; 10.405 ; 10.126 ; 9.796 ; 9.413 ; 9.011 ; 8.596 ; 8.211 ; 7.855 ; 7.517 ; 7.213 ; 6.952 ; 6.701 ; 6.456 ; 6.212 ; 5.978 ; 5.733 ; 5.503 ; 5.256 ; 5.015 ; 4.790 ; 4.584 ; 4.351 ; 4.096 ; 3.859 ; 3.988 ; 4.292 ; 4.394 ; 4.336 ; 4.215 ; 4.088 ; 3.945 ; 3.839 ; 3.716 ; 3.599 ; 3.458 ; 3.313 ; 
41.768 ; 41.686 ; 41.168 ; 40.382 ; 39.408 ; 38.581 ; 37.516 ; 36.530 ; 35.707 ; 34.992 ; 34.328 ; 33.684 ; 32.997 ; 32.372 ; 31.797 ; 31.142 ; 30.362 ; 29.687 ; 29.103 ; 28.419 ; 27.769 ; 27.238 ; 26.625 ; 25.966 ; 25.223 ; 24.735 ; 23.884 ; 22.957 ; 22.418 ; 21.927 ; 21.454 ; 20.821 ; 20.178 ; 19.558 ; 19.029 ; 18.458 ; 17.900 ; 17.376 ; 16.832 ; 16.297 ; 15.858 ; 15.431 ; 15.066 ; 14.598 ; 14.126 ; 13.738 ; 13.367 ; 13.002 ; 12.650 ; 12.382 ; 12.068 ; 11.706 ; 11.328 ; 10.944 ; 10.613 ; 10.305 ; 9.990 ; 9.929 ; 10.071 ; 10.439 ; 10.715 ; 10.653 ; 10.377 ; 10.145 ; 10.034 ; 9.927 ; 9.828 ; 9.650 ; 9.372 ; 9.010 ; 8.649 ; 8.246 ; 7.900 ; 7.579 ; 7.310 ; 7.088 ; 6.896 ; 6.717 ; 6.548 ; 6.350 ; 4.824 ; 4.468 ; 4.550 ; 4.618 ; 4.590 ; 4.526 ; 4.447 ; 4.362 ; 4.260 ; 4.172 ; 4.036 ; 3.934 ; 3.820 ; 3.672 ; 3.556 ; 3.460 ; 3.359 ; 3.248 ; 3.121 ; 3.001 ; 
42.016 ; 41.886 ; 41.442 ; 40.664 ; 39.734 ; 38.691 ; 37.549 ; 36.588 ; 35.792 ; 35.051 ; 34.416 ; 33.815 ; 33.231 ; 32.495 ; 31.758 ; 31.049 ; 30.396 ; 29.766 ; 29.197 ; 28.624 ; 27.914 ; 27.031 ; 26.400 ; 25.690 ; 25.182 ; 24.532 ; 23.869 ; 23.172 ; 22.395 ; 21.672 ; 21.097 ; 20.530 ; 19.961 ; 19.322 ; 18.877 ; 18.500 ; 17.957 ; 17.334 ; 16.839 ; 16.269 ; 15.808 ; 15.393 ; 14.983 ; 14.534 ; 14.123 ; 13.766 ; 13.417 ; 12.993 ; 12.606 ; 12.301 ; 12.044 ; 11.692 ; 11.296 ; 10.888 ; 10.541 ; 10.219 ; 9.937 ; 10.048 ; 10.359 ; 10.770 ; 10.950 ; 10.816 ; 10.558 ; 10.300 ; 10.064 ; 9.840 ; 9.616 ; 9.401 ; 9.152 ; 8.741 ; 8.375 ; 8.124 ; 7.925 ; 7.769 ; 7.639 ; 7.509 ; 7.308 ; 7.049 ; 6.755 ; 6.458 ; 6.246 ; 5.982 ; 4.772 ; 4.473 ; 4.459 ; 4.472 ; 4.477 ; 4.412 ; 4.342 ; 4.298 ; 4.227 ; 4.111 ; 3.996 ; 3.877 ; 3.773 ; 3.704 ; 3.625 ; 3.515 ; 3.398 ; 3.253 ; 
42.170 ; 42.072 ; 41.714 ; 40.830 ; 39.991 ; 38.845 ; 37.734 ; 36.786 ; 35.910 ; 35.184 ; 34.661 ; 34.060 ; 33.379 ; 32.726 ; 31.997 ; 31.330 ; 30.730 ; 30.180 ; 29.429 ; 28.634 ; 28.042 ; 27.412 ; 26.839 ; 26.110 ; 25.612 ; 24.931 ; 24.300 ; 23.760 ; 23.127 ; 22.543 ; 21.917 ; 21.308 ; 20.754 ; 20.142 ; 19.489 ; 19.053 ; 18.457 ; 17.908 ; 17.567 ; 17.163 ; 16.625 ; 16.133 ; 15.729 ; 15.246 ; 14.927 ; 14.598 ; 14.222 ; 13.810 ; 13.358 ; 12.996 ; 12.757 ; 12.440 ; 12.020 ; 11.588 ; 11.196 ; 10.850 ; 10.629 ; 10.734 ; 11.172 ; 11.581 ; 11.602 ; 11.326 ; 11.019 ; 10.688 ; 10.375 ; 10.143 ; 9.957 ; 9.895 ; 9.865 ; 9.804 ; 9.747 ; 9.637 ; 9.503 ; 9.415 ; 9.319 ; 9.169 ; 9.022 ; 8.838 ; 8.649 ; 8.428 ; 8.207 ; 7.980 ; 7.722 ; 7.470 ; 7.203 ; 6.924 ; 6.647 ; 6.371 ; 6.075 ; 5.750 ; 5.444 ; 5.141 ; 4.854 ; 4.603 ; 4.434 ; 4.367 ; 3.732 ; 2.869 ; 2.635 ; 2.593 ; 
42.498 ; 42.439 ; 41.760 ; 40.966 ; 40.315 ; 39.210 ; 37.990 ; 37.087 ; 36.322 ; 35.704 ; 35.072 ; 34.446 ; 33.780 ; 33.199 ; 32.495 ; 31.997 ; 31.363 ; 30.469 ; 29.660 ; 28.913 ; 28.251 ; 27.652 ; 27.025 ; 26.406 ; 25.741 ; 25.138 ; 24.506 ; 23.917 ; 23.370 ; 22.690 ; 22.031 ; 21.442 ; 20.903 ; 20.334 ; 19.799 ; 19.123 ; 18.519 ; 17.980 ; 17.527 ; 16.977 ; 16.377 ; 15.930 ; 15.580 ; 15.175 ; 14.863 ; 14.507 ; 14.177 ; 13.811 ; 13.324 ; 12.847 ; 12.595 ; 12.378 ; 11.977 ; 11.534 ; 11.118 ; 10.850 ; 10.779 ; 10.929 ; 11.313 ; 11.650 ; 11.511 ; 11.191 ; 10.860 ; 10.574 ; 10.317 ; 10.079 ; 10.003 ; 10.072 ; 10.040 ; 9.863 ; 9.101 ; 8.323 ; 8.160 ; 8.076 ; 8.017 ; 7.909 ; 7.845 ; 7.676 ; 7.169 ; 6.730 ; 6.494 ; 6.278 ; 6.094 ; 5.975 ; 5.880 ; 5.806 ; 5.432 ; 4.622 ; 4.406 ; 4.399 ; 4.398 ; 4.345 ; 4.251 ; 4.127 ; 4.028 ; 3.943 ; 3.845 ; 3.728 ; 3.599 ; 3.483 ; 
42.550 ; 42.307 ; 41.639 ; 41.028 ; 40.769 ; 40.654 ; 40.588 ; 39.765 ; 37.312 ; 35.894 ; 35.130 ; 34.416 ; 33.717 ; 32.920 ; 32.183 ; 31.532 ; 30.921 ; 30.243 ; 29.499 ; 28.731 ; 28.069 ; 27.467 ; 26.871 ; 26.379 ; 25.662 ; 25.051 ; 24.409 ; 23.851 ; 23.258 ; 22.628 ; 21.971 ; 21.439 ; 20.892 ; 20.262 ; 19.707 ; 19.085 ; 18.535 ; 18.059 ; 17.563 ; 17.073 ; 16.560 ; 16.144 ; 15.795 ; 15.471 ; 15.100 ; 14.700 ; 14.234 ; 13.776 ; 13.334 ; 13.002 ; 12.823 ; 12.550 ; 12.066 ; 11.566 ; 11.184 ; 10.886 ; 10.980 ; 11.308 ; 11.742 ; 11.891 ; 11.729 ; 11.440 ; 11.089 ; 10.740 ; 10.464 ; 10.218 ; 10.018 ; 9.841 ; 9.661 ; 9.446 ; 9.205 ; 9.092 ; 8.885 ; 8.642 ; 8.560 ; 8.359 ; 8.022 ; 7.726 ; 7.391 ; 7.181 ; 6.892 ; 6.553 ; 6.512 ; 6.295 ; 5.632 ; 5.214 ; 4.906 ; 4.723 ; 4.683 ; 4.686 ; 4.682 ; 4.612 ; 4.516 ; 4.417 ; 4.315 ; 4.220 ; 4.093 ; 3.993 ; 3.869 ; 3.755 ; 
42.689 ; 42.490 ; 41.831 ; 41.107 ; 40.882 ; 40.636 ; 38.857 ; 37.610 ; 36.800 ; 36.165 ; 35.358 ; 34.571 ; 33.908 ; 33.233 ; 32.487 ; 31.839 ; 31.174 ; 30.524 ; 29.828 ; 29.111 ; 28.447 ; 27.853 ; 27.246 ; 26.613 ; 26.006 ; 25.440 ; 24.831 ; 24.274 ; 23.639 ; 23.004 ; 22.433 ; 21.893 ; 21.309 ; 20.704 ; 20.134 ; 19.535 ; 18.960 ; 18.411 ; 17.973 ; 17.477 ; 17.005 ; 16.578 ; 16.194 ; 15.804 ; 15.405 ; 15.052 ; 14.641 ; 14.249 ; 13.848 ; 13.500 ; 13.217 ; 12.981 ; 12.497 ; 11.951 ; 11.624 ; 11.328 ; 11.382 ; 11.711 ; 12.116 ; 12.142 ; 11.890 ; 11.578 ; 11.215 ; 10.911 ; 10.594 ; 10.378 ; 10.183 ; 10.023 ; 9.857 ; 9.727 ; 9.589 ; 9.502 ; 9.460 ; 9.362 ; 8.550 ; 8.210 ; 8.113 ; 8.015 ; 7.818 ; 7.354 ; 7.015 ; 6.826 ; 6.783 ; 6.749 ; 6.458 ; 5.983 ; 5.653 ; 5.471 ; 5.374 ; 4.754 ; 4.589 ; 4.542 ; 4.487 ; 4.428 ; 4.397 ; 4.318 ; 4.165 ; 4.022 ; 3.920 ; 3.823 ; 
42.483 ; 42.215 ; 41.525 ; 40.796 ; 40.401 ; 39.471 ; 38.194 ; 37.271 ; 36.428 ; 35.664 ; 34.964 ; 34.274 ; 33.595 ; 32.844 ; 32.136 ; 31.518 ; 30.906 ; 30.260 ; 29.562 ; 28.862 ; 28.151 ; 27.540 ; 26.909 ; 26.330 ; 25.711 ; 25.110 ; 24.518 ; 24.057 ; 23.456 ; 22.834 ; 22.229 ; 21.590 ; 21.018 ; 20.437 ; 19.833 ; 19.218 ; 18.656 ; 18.114 ; 17.606 ; 17.140 ; 16.678 ; 16.234 ; 15.879 ; 15.548 ; 15.143 ; 14.751 ; 14.355 ; 13.954 ; 13.543 ; 13.162 ; 12.845 ; 12.518 ; 12.159 ; 11.897 ; 11.721 ; 11.565 ; 11.582 ; 11.953 ; 12.018 ; 11.783 ; 11.460 ; 11.148 ; 10.864 ; 10.592 ; 10.299 ; 10.070 ; 9.886 ; 9.723 ; 9.556 ; 9.454 ; 9.348 ; 9.210 ; 9.152 ; 8.907 ; 8.596 ; 8.219 ; 7.658 ; 7.379 ; 7.408 ; 7.477 ; 7.224 ; 6.846 ; 6.656 ; 6.375 ; 6.030 ; 5.829 ; 5.653 ; 5.455 ; 5.219 ; 5.019 ; 4.864 ; 4.750 ; 4.675 ; 4.590 ; 4.594 ; 4.669 ; 4.750 ; 4.737 ; 4.628 ; 4.140 ; 
42.776 ; 42.575 ; 42.079 ; 41.386 ; 40.905 ; 39.910 ; 38.658 ; 37.770 ; 36.917 ; 36.328 ; 35.658 ; 34.911 ; 34.248 ; 33.599 ; 32.867 ; 32.229 ; 31.590 ; 30.915 ; 30.216 ; 29.541 ; 28.966 ; 28.340 ; 27.695 ; 27.091 ; 26.532 ; 25.931 ; 25.398 ; 24.874 ; 24.268 ; 23.690 ; 23.107 ; 22.487 ; 21.898 ; 21.324 ; 20.713 ; 20.105 ; 19.564 ; 19.061 ; 18.532 ; 18.040 ; 17.619 ; 17.108 ; 16.695 ; 16.299 ; 15.939 ; 15.590 ; 15.201 ; 14.859 ; 14.501 ; 14.122 ; 13.854 ; 13.521 ; 13.592 ; 13.823 ; 14.028 ; 13.917 ; 13.718 ; 13.454 ; 12.996 ; 12.524 ; 12.221 ; 11.956 ; 11.700 ; 11.418 ; 11.184 ; 10.979 ; 10.814 ; 10.655 ; 10.495 ; 10.316 ; 10.176 ; 10.055 ; 9.913 ; 9.814 ; 9.546 ; 9.236 ; 9.069 ; 8.843 ; 8.474 ; 8.191 ; 8.005 ; 7.782 ; 7.676 ; 7.506 ; 7.317 ; 7.273 ; 7.155 ; 7.002 ; 6.806 ; 6.601 ; 6.410 ; 6.222 ; 6.020 ; 5.781 ; 5.551 ; 5.330 ; 5.135 ; 4.947 ; 4.794 ; 4.651 ; 
43.179 ; 42.971 ; 42.466 ; 41.725 ; 40.818 ; 39.787 ; 39.021 ; 38.249 ; 37.370 ; 36.711 ; 36.050 ; 35.339 ; 34.657 ; 34.006 ; 33.235 ; 32.523 ; 31.941 ; 31.277 ; 30.652 ; 29.884 ; 29.229 ; 28.576 ; 27.976 ; 27.374 ; 26.852 ; 26.297 ; 25.760 ; 25.269 ; 24.640 ; 23.997 ; 23.446 ; 22.805 ; 22.200 ; 21.615 ; 21.031 ; 20.481 ; 19.894 ; 19.323 ; 18.808 ; 18.301 ; 17.853 ; 17.380 ; 16.932 ; 16.551 ; 16.183 ; 15.823 ; 15.446 ; 15.072 ; 14.738 ; 14.352 ; 14.073 ; 14.224 ; 14.566 ; 14.593 ; 14.284 ; 13.892 ; 13.481 ; 13.100 ; 12.771 ; 12.513 ; 12.270 ; 12.016 ; 11.807 ; 11.576 ; 11.329 ; 11.116 ; 10.925 ; 10.722 ; 10.556 ; 10.392 ; 10.289 ; 10.233 ; 10.121 ; 9.937 ; 9.797 ; 9.687 ; 9.533 ; 9.318 ; 8.793 ; 8.556 ; 8.395 ; 8.155 ; 7.879 ; 7.683 ; 7.475 ; 7.432 ; 7.402 ; 7.283 ; 7.075 ; 6.814 ; 6.539 ; 6.235 ; 5.909 ; 5.604 ; 5.315 ; 5.049 ; 4.818 ; 4.645 ; 4.523 ; 4.444 ; 
